identity_id,platform,direct_group,parent_group,effective_privilege,is_nested_admin
ID0133,Okta,AWS SSO,,standard,False
ID0133,Okta,GitHub Enterprise,,standard,False
ID0133,Okta,ServiceNow,,standard,False
ID0133,Okta,Slack,,standard,False
ID0133,Okta,CyberArk,,elevated,False
ID0133,Okta,Okta Admin Console,,admin,True
ID0134,AD,GG-Sales-Staff,,standard,False
ID0134,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0134,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0134,Okta,Salesforce,,standard,False
ID0134,Okta,Slack,,standard,False
ID0135,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0135,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0135,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0135,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0135,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0135,Okta,AWS SSO,,standard,False
ID0135,Okta,GitHub Enterprise,,standard,False
ID0135,Okta,ServiceNow,,standard,False
ID0135,Okta,Slack,,standard,False
ID0135,Okta,CyberArk,,elevated,False
ID0136,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0136,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0136,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0136,AD,GG-Domain-Admins,,admin,True
ID0136,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0136,Okta,AWS SSO,,standard,False
ID0136,Okta,GitHub Enterprise,,standard,False
ID0136,Okta,ServiceNow,,standard,False
ID0136,Okta,Slack,,standard,False
ID0136,Okta,CyberArk,,elevated,False
ID0136,Okta,Okta Admin Console,,admin,True
ID0137,AD,GG-Sales-Staff,,standard,False
ID0137,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0137,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0137,Okta,Salesforce,,standard,False
ID0137,Okta,Slack,,standard,False
ID0138,AD,GG-Legal-Staff,,standard,False
ID0138,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0138,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0138,Okta,Slack,,standard,False
ID0139,AD,GG-Finance-Staff,,standard,False
ID0139,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0139,AD,GG-ReadOnly-FS,,limited,False
ID0139,AD,GG-Domain-Admins,,admin,True
ID0139,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0139,Okta,Workday,,standard,False
ID0139,Okta,Slack,,standard,False
ID0140,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0140,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0140,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0140,AD,GG-Domain-Admins,,admin,True
ID0140,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0140,Okta,AWS SSO,,standard,False
ID0140,Okta,GitHub Enterprise,,standard,False
ID0140,Okta,ServiceNow,,standard,False
ID0140,Okta,Slack,,standard,False
ID0140,Okta,CyberArk,,elevated,False
ID0141,AD,GG-HR-Staff,,standard,False
ID0141,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0141,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0141,Okta,Workday,,standard,False
ID0141,Okta,Slack,,standard,False
ID0141,Okta,ServiceNow,,standard,False
ID0142,AD,GG-Legal-Staff,,standard,False
ID0142,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0142,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0142,Okta,Slack,,standard,False
ID0143,AD,GG-Legal-Staff,,standard,False
ID0143,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0143,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0143,Okta,Slack,,standard,False
ID0144,AD,GG-Finance-Staff,,standard,False
ID0144,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0144,AD,GG-ReadOnly-FS,,limited,False
ID0144,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0144,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0144,Okta,Workday,,standard,False
ID0144,Okta,Slack,,standard,False
ID0145,AD,GG-Legal-Staff,,standard,False
ID0145,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0145,AD,GG-Domain-Admins,,admin,True
ID0145,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0145,Okta,Slack,,standard,False
ID0146,AD,GG-HR-Staff,,standard,False
ID0146,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0146,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0146,Okta,Workday,,standard,False
ID0146,Okta,Slack,,standard,False
ID0146,Okta,ServiceNow,,standard,False
ID0147,AD,GG-Legal-Staff,,standard,False
ID0147,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0147,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0147,Okta,Slack,,standard,False
ID0148,AD,GG-Dev-Staff,,standard,False
ID0148,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0148,AD,GG-VPN-Access,,standard,False
ID0148,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0148,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0148,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0148,Okta,GitHub Enterprise,,standard,False
ID0148,Okta,AWS SSO,,standard,False
ID0148,Okta,Jira,,standard,False
ID0148,Okta,Slack,,standard,False
ID0149,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0149,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0149,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0149,AD,GG-Domain-Admins,,admin,True
ID0149,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0149,Okta,AWS SSO,,standard,False
ID0149,Okta,GitHub Enterprise,,standard,False
ID0149,Okta,ServiceNow,,standard,False
ID0149,Okta,Slack,,standard,False
ID0149,Okta,CyberArk,,elevated,False
ID0149,Okta,Okta Admin Console,,admin,True
ID0150,AD,GG-Legal-Staff,,standard,False
ID0150,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0150,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0150,Okta,Slack,,standard,False
ID0151,AD,GG-HR-Staff,,standard,False
ID0151,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0151,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0151,Okta,Workday,,standard,False
ID0151,Okta,Slack,,standard,False
ID0151,Okta,ServiceNow,,standard,False
ID0152,AD,GG-Dev-Staff,,standard,False
ID0152,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0152,AD,GG-VPN-Access,,standard,False
ID0152,AD,GG-Domain-Admins,,admin,True
ID0152,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0152,Okta,GitHub Enterprise,,standard,False
ID0152,Okta,AWS SSO,,standard,False
ID0152,Okta,Jira,,standard,False
ID0152,Okta,Slack,,standard,False
ID0153,AD,GG-Dev-Staff,,standard,False
ID0153,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0153,AD,GG-VPN-Access,,standard,False
ID0153,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0153,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0153,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0153,Okta,GitHub Enterprise,,standard,False
ID0153,Okta,AWS SSO,,standard,False
ID0153,Okta,Jira,,standard,False
ID0153,Okta,Slack,,standard,False
ID0154,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0154,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0154,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0154,AD,GG-Domain-Admins,,admin,True
ID0154,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0154,Okta,AWS SSO,,standard,False
ID0154,Okta,GitHub Enterprise,,standard,False
ID0154,Okta,ServiceNow,,standard,False
ID0154,Okta,Slack,,standard,False
ID0154,Okta,CyberArk,,elevated,False
ID0155,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0155,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0155,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0155,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0155,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0155,Okta,AWS SSO,,standard,False
ID0155,Okta,GitHub Enterprise,,standard,False
ID0155,Okta,ServiceNow,,standard,False
ID0155,Okta,Slack,,standard,False
ID0155,Okta,CyberArk,,elevated,False
ID0156,AD,GG-Legal-Staff,,standard,False
ID0156,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0156,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0156,Okta,Slack,,standard,False
ID0157,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0157,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0157,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0157,AD,GG-Domain-Admins,,admin,True
ID0157,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0157,Okta,AWS SSO,,standard,False
ID0157,Okta,GitHub Enterprise,,standard,False
ID0157,Okta,ServiceNow,,standard,False
ID0157,Okta,Slack,,standard,False
ID0157,Okta,CyberArk,,elevated,False
ID0157,Okta,Okta Admin Console,,admin,True
ID0158,AD,GG-HR-Staff,,standard,False
ID0158,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0158,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0158,Okta,Workday,,standard,False
ID0158,Okta,Slack,,standard,False
ID0158,Okta,ServiceNow,,standard,False
ID0159,AD,GG-Dev-Staff,,standard,False
ID0159,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0159,AD,GG-VPN-Access,,standard,False
ID0159,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0159,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0159,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0159,Okta,GitHub Enterprise,,standard,False
ID0159,Okta,AWS SSO,,standard,False
ID0159,Okta,Jira,,standard,False
ID0159,Okta,Slack,,standard,False
ID0160,AD,GG-Sales-Staff,,standard,False
ID0160,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0160,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0160,Okta,Salesforce,,standard,False
ID0160,Okta,Slack,,standard,False
ID0161,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0161,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0161,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0161,AD,GG-Domain-Admins,,admin,True
ID0161,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0161,Okta,AWS SSO,,standard,False
ID0161,Okta,GitHub Enterprise,,standard,False
ID0161,Okta,ServiceNow,,standard,False
ID0161,Okta,Slack,,standard,False
ID0161,Okta,CyberArk,,elevated,False
ID0161,Okta,Okta Admin Console,,admin,True
ID0162,AD,GG-HR-Staff,,standard,False
ID0162,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0162,AD,GG-Domain-Admins,,admin,True
ID0162,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0162,Okta,Workday,,standard,False
ID0162,Okta,Slack,,standard,False
ID0162,Okta,ServiceNow,,standard,False
ID0163,AD,GG-HR-Staff,,standard,False
ID0163,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0163,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0163,Okta,Workday,,standard,False
ID0163,Okta,Slack,,standard,False
ID0163,Okta,ServiceNow,,standard,False
ID0164,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0164,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0164,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0164,AD,GG-Domain-Admins,,admin,True
ID0164,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0164,Okta,AWS SSO,,standard,False
ID0164,Okta,GitHub Enterprise,,standard,False
ID0164,Okta,ServiceNow,,standard,False
ID0164,Okta,Slack,,standard,False
ID0164,Okta,CyberArk,,elevated,False
ID0165,AD,GG-Legal-Staff,,standard,False
ID0165,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0165,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0165,Okta,Slack,,standard,False
ID0166,AD,GG-Finance-Staff,,standard,False
ID0166,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0166,AD,GG-ReadOnly-FS,,limited,False
ID0166,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0166,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0166,Okta,Workday,,standard,False
ID0166,Okta,Slack,,standard,False
ID0167,AD,GG-Sales-Staff,,standard,False
ID0167,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0167,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0167,Okta,Salesforce,,standard,False
ID0167,Okta,Slack,,standard,False
ID0168,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0168,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0168,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0168,AD,GG-Domain-Admins,,admin,True
ID0168,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0168,Okta,AWS SSO,,standard,False
ID0168,Okta,GitHub Enterprise,,standard,False
ID0168,Okta,ServiceNow,,standard,False
ID0168,Okta,Slack,,standard,False
ID0168,Okta,CyberArk,,elevated,False
ID0168,Okta,Okta Admin Console,,admin,True
ID0169,AD,GG-HR-Staff,,standard,False
ID0169,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0169,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0169,Okta,Workday,,standard,False
ID0169,Okta,Slack,,standard,False
ID0169,Okta,ServiceNow,,standard,False
ID0170,AD,GG-HR-Staff,,standard,False
ID0170,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0170,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0170,Okta,Workday,,standard,False
ID0170,Okta,Slack,,standard,False
ID0170,Okta,ServiceNow,,standard,False
ID0171,AD,GG-Legal-Staff,,standard,False
ID0171,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0171,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0171,Okta,Slack,,standard,False
ID0172,AD,GG-HR-Staff,,standard,False
ID0172,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0172,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0172,Okta,Workday,,standard,False
ID0172,Okta,Slack,,standard,False
ID0172,Okta,ServiceNow,,standard,False
ID0173,AD,GG-HR-Staff,,standard,False
ID0173,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0173,AD,GG-Domain-Admins,,admin,True
ID0173,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0173,Okta,Workday,,standard,False
ID0173,Okta,Slack,,standard,False
ID0173,Okta,ServiceNow,,standard,False
ID0174,AD,GG-HR-Staff,,standard,False
ID0174,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0174,AD,GG-Domain-Admins,,admin,True
ID0174,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0174,Okta,Workday,,standard,False
ID0174,Okta,Slack,,standard,False
ID0174,Okta,ServiceNow,,standard,False
ID0175,AD,GG-Finance-Staff,,standard,False
ID0175,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0175,AD,GG-ReadOnly-FS,,limited,False
ID0175,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0175,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0175,Okta,Workday,,standard,False
ID0175,Okta,Slack,,standard,False
ID0176,AD,GG-Legal-Staff,,standard,False
ID0176,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0176,AD,GG-Domain-Admins,,admin,True
ID0176,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0176,Okta,Slack,,standard,False
ID0177,AD,GG-Dev-Staff,,standard,False
ID0177,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0177,AD,GG-VPN-Access,,standard,False
ID0177,AD,GG-Domain-Admins,,admin,True
ID0177,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0177,Okta,GitHub Enterprise,,standard,False
ID0177,Okta,AWS SSO,,standard,False
ID0177,Okta,Jira,,standard,False
ID0177,Okta,Slack,,standard,False
ID0178,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0178,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0178,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0178,AD,GG-Domain-Admins,,admin,True
ID0178,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0178,Okta,AWS SSO,,standard,False
ID0178,Okta,GitHub Enterprise,,standard,False
ID0178,Okta,ServiceNow,,standard,False
ID0178,Okta,Slack,,standard,False
ID0178,Okta,CyberArk,,elevated,False
ID0179,AD,GG-Dev-Staff,,standard,False
ID0179,AD,GG-Git-Users,GG-Dev-Staff,standard,False
ID0179,AD,GG-VPN-Access,,standard,False
ID0179,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0179,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0179,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0179,Okta,GitHub Enterprise,,standard,False
ID0179,Okta,AWS SSO,,standard,False
ID0179,Okta,Jira,,standard,False
ID0179,Okta,Slack,,standard,False
ID0180,AD,GG-Legal-Staff,,standard,False
ID0180,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0180,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0180,Okta,Slack,,standard,False
ID0181,AD,GG-HR-Staff,,standard,False
ID0181,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0181,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0181,Okta,Workday,,standard,False
ID0181,Okta,Slack,,standard,False
ID0181,Okta,ServiceNow,,standard,False
ID0182,AD,GG-Sales-Staff,,standard,False
ID0182,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0182,AD,GG-Domain-Admins,,admin,True
ID0182,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0182,Okta,Salesforce,,standard,False
ID0182,Okta,Slack,,standard,False
ID0183,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0183,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0183,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0183,AD,GG-Domain-Admins,,admin,True
ID0183,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0183,Okta,AWS SSO,,standard,False
ID0183,Okta,GitHub Enterprise,,standard,False
ID0183,Okta,ServiceNow,,standard,False
ID0183,Okta,Slack,,standard,False
ID0183,Okta,CyberArk,,elevated,False
ID0183,Okta,Okta Admin Console,,admin,True
ID0184,AD,GG-Sales-Staff,,standard,False
ID0184,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0184,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0184,Okta,Salesforce,,standard,False
ID0184,Okta,Slack,,standard,False
ID0185,AD,GG-Sales-Staff,,standard,False
ID0185,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0185,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0185,Okta,Salesforce,,standard,False
ID0185,Okta,Slack,,standard,False
ID0186,AD,GG-HR-Staff,,standard,False
ID0186,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0186,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0186,Okta,Workday,,standard,False
ID0186,Okta,Slack,,standard,False
ID0186,Okta,ServiceNow,,standard,False
ID0187,AD,GG-Finance-Staff,,standard,False
ID0187,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0187,AD,GG-ReadOnly-FS,,limited,False
ID0187,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0187,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0187,Okta,Workday,,standard,False
ID0187,Okta,Slack,,standard,False
ID0188,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0188,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0188,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0188,AWS,arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,,standard,False
ID0188,AWS,arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess,,standard,False
ID0188,Okta,AWS SSO,,standard,False
ID0188,Okta,GitHub Enterprise,,standard,False
ID0188,Okta,ServiceNow,,standard,False
ID0188,Okta,Slack,,standard,False
ID0188,Okta,CyberArk,,elevated,False
ID0188,Okta,Okta Admin Console,,admin,True
ID0189,AD,GG-Legal-Staff,,standard,False
ID0189,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0189,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0189,Okta,Slack,,standard,False
ID0190,AD,GG-Legal-Staff,,standard,False
ID0190,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0190,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0190,Okta,Slack,,standard,False
ID0191,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0191,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0191,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0191,AD,GG-Domain-Admins,,admin,True
ID0191,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0191,Okta,AWS SSO,,standard,False
ID0191,Okta,GitHub Enterprise,,standard,False
ID0191,Okta,ServiceNow,,standard,False
ID0191,Okta,Slack,,standard,False
ID0191,Okta,CyberArk,,elevated,False
ID0191,Okta,Okta Admin Console,,admin,True
ID0192,AD,GG-HR-Staff,,standard,False
ID0192,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0192,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0192,Okta,Workday,,standard,False
ID0192,Okta,Slack,,standard,False
ID0192,Okta,ServiceNow,,standard,False
ID0193,AD,GG-Sales-Staff,,standard,False
ID0193,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0193,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0193,Okta,Salesforce,,standard,False
ID0193,Okta,Slack,,standard,False
ID0194,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0194,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0194,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0194,AD,GG-Domain-Admins,,admin,True
ID0194,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0194,Okta,AWS SSO,,standard,False
ID0194,Okta,GitHub Enterprise,,standard,False
ID0194,Okta,ServiceNow,,standard,False
ID0194,Okta,Slack,,standard,False
ID0194,Okta,CyberArk,,elevated,False
ID0194,Okta,Okta Admin Console,,admin,True
ID0195,AD,GG-HR-Staff,,standard,False
ID0195,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0195,AD,GG-Domain-Admins,,admin,True
ID0195,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0195,Okta,Workday,,standard,False
ID0195,Okta,Slack,,standard,False
ID0195,Okta,ServiceNow,,standard,False
ID0196,AD,GG-Sales-Staff,,standard,False
ID0196,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0196,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0196,Okta,Salesforce,,standard,False
ID0196,Okta,Slack,,standard,False
ID0197,AD,GG-Sales-Staff,,standard,False
ID0197,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0197,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0197,Okta,Salesforce,,standard,False
ID0197,Okta,Slack,,standard,False
ID0198,AD,GG-Sales-Staff,,standard,False
ID0198,AD,GG-CRM-Access,GG-Sales-Staff,standard,False
ID0198,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0198,Okta,Salesforce,,standard,False
ID0198,Okta,Slack,,standard,False
ID0199,AD,GG-Legal-Staff,,standard,False
ID0199,AD,GG-DLP-Policy,GG-Legal-Staff,standard,False
ID0199,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0199,Okta,Slack,,standard,False
ID0200,AD,GG-Finance-Staff,,standard,False
ID0200,AD,GG-SAP-Users,GG-Finance-Staff,standard,False
ID0200,AD,GG-ReadOnly-FS,,limited,False
ID0200,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0200,AWS,arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess,,standard,False
ID0200,Okta,Workday,,standard,False
ID0200,Okta,Slack,,standard,False
ID0201,AD,GG-HR-Staff,,standard,False
ID0201,AD,GG-HRIS-Access,GG-HR-Staff,standard,False
ID0201,AWS,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,,standard,False
ID0201,Okta,Workday,,standard,False
ID0201,Okta,Slack,,standard,False
ID0201,Okta,ServiceNow,,standard,False
ID0202,AD,GG-IT-Staff,GG-Infra-Ops,standard,False
ID0202,AD,GG-Infra-Ops,GG-Domain-Admins,elevated,True
ID0202,AD,GG-ServiceDesk,GG-Infra-Ops,standard,False
ID0202,AD,GG-Domain-Admins,,admin,True
ID0202,AWS,arn:aws:iam::aws:policy/AdministratorAccess,,admin,True
ID0202,Okta,AWS SSO,,standard,False
ID0202,Okta,GitHub Enterprise,,standard,False
